0.3071,0.077483,0.014038,0.080402,0.013806,0.081321,0.010503,0.072607,0.011238,0.031397,0.036929,0.040515,0.03612,0.030247,0.031076,0.02717,0.025541,0.062849,0.044954,0.06166,0.044068,0.068085,0.035372,0.051697,0.040242,0.070023,0.062017,0.057861,0.053438,0.064576,0.043776,0.056919,0.046964,0.06876,0.052646,0.062046,0.046436,0.074717,0.039612,0.052829,0.047574,0.047089,0.044595,0.040558,0.033703,0.038341,0.03814,0.041217,0.043711,0.030425,0.064167,0.035598,0.063485,0.025034,0.068719,0.035209,0.083247,0.59809,0.63479
0.31087,0.087202,0.015965,0.087665,0.015345,0.088783,0.013486,0.06784,0.01132,0.035491,0.040358,0.040541,0.033411,0.029986,0.029507,0.028192,0.027945,0.063163,0.042306,0.07346,0.04443,0.058117,0.034531,0.059739,0.035977,0.063035,0.072518,0.077887,0.053877,0.07384,0.066947,0.053213,0.05604,0.073634,0.063903,0.066107,0.041974,0.063682,0.046839,0.058207,0.056107,0.053139,0.047265,0.042374,0.032668,0.031759,0.043307,0.047884,0.054849,0.034598,0.072686,0.02576,0.066007,0.019818,0.077453,0.033605,0.089629,0.49478,0.70193
0.24182,0.095683,0.0081261,0.067052,0.0092744,0.068516,0.0094139,0.066887,0.0099031,0.029327,0.038648,0.032575,0.029497,0.027011,0.023589,0.035574,0.033708,0.11974,0.060955,0.066646,0.030432,0.064653,0.041278,0.11934,0.039349,0.14353,0.093281,0.054986,0.05248,0.11206,0.086224,0.079961,0.087958,0.14218,0.047607,0.064647,0.040987,0.14193,0.046193,0.14699,0.077271,0.044365,0.034757,0.038668,0.034688,0.063055,0.066355,0.058074,0.069091,0.032351,0.054919,0.032714,0.045526,0.091121,0.062221,0.060935,0.057962,0.52669,0.62582
0.26278,0.07898,0.011515,0.091665,0.011458,0.086707,0.010284,0.068291,0.0070214,0.035514,0.039776,0.053232,0.042288,0.035781,0.030441,0.028173,0.027799,0.080855,0.070885,0.097562,0.053594,0.079626,0.054048,0.058775,0.039641,0.10605,0.11491,0.090168,0.076063,0.10426,0.096608,0.066696,0.073205,0.13106,0.074376,0.11032,0.055227,0.10554,0.045998,0.070804,0.06183,0.06273,0.060362,0.050722,0.043241,0.038863,0.042786,0.04974,0.062084,0.046574,0.083453,0.042985,0.061246,0.022638,0.069341,0.038316,0.086935,0.5014,0.65089
0.30162,0.084446,0.011516,0.092949,0.017473,0.10454,0.013711,0.081261,0.0088584,0.036735,0.045235,0.044154,0.044931,0.039054,0.040853,0.036657,0.035518,0.070157,0.05813,0.098764,0.054344,0.081635,0.048481,0.062137,0.04048,0.085452,0.091718,0.088321,0.073669,0.11181,0.080101,0.077852,0.064521,0.084401,0.072084,0.086383,0.068443,0.08561,0.050589,0.059312,0.056303,0.054769,0.060002,0.061856,0.047284,0.044893,0.045326,0.041916,0.047993,0.030857,0.088759,0.029714,0.080307,0.025752,0.071988,0.023303,0.090846,0.44339,0.69211
0.24469,0.076097,0.010554,0.085892,0.010937,0.075429,0.0080813,0.068353,0.0076635,0.038063,0.037807,0.046076,0.035357,0.036443,0.027782,0.03051,0.027504,0.10236,0.051819,0.088589,0.045912,0.096297,0.039487,0.064973,0.044926,0.10739,0.080292,0.077132,0.092719,0.10683,0.056165,0.085167,0.095882,0.13062,0.055234,0.089485,0.066013,0.07754,0.042122,0.091787,0.066754,0.0637,0.058153,0.049631,0.037329,0.039667,0.040032,0.054889,0.060271,0.040773,0.059579,0.031897,0.059826,0.030676,0.065301,0.054095,0.071194,0.5784,0.60881
0.32637,0.074368,0.014716,0.09932,0.016033,0.079782,0.015919,0.088249,0.014768,0.031332,0.033629,0.03661,0.036725,0.032602,0.034339,0.028618,0.030314,0.059495,0.036437,0.070378,0.052878,0.05265,0.030139,0.052265,0.048339,0.054813,0.054328,0.08689,0.077371,0.05047,0.059859,0.060718,0.062088,0.061863,0.059669,0.083105,0.046179,0.055796,0.039399,0.063052,0.055225,0.044918,0.048785,0.044423,0.03677,0.033407,0.039207,0.03809,0.037584,0.033185,0.067041,0.027344,0.087651,0.029794,0.061416,0.026878,0.095756,0.48677,0.70199
0.31001,0.10814,0.011617,0.080404,0.014349,0.12097,0.011111,0.076555,0.010844,0.032812,0.033291,0.034044,0.036309,0.037116,0.034025,0.0302,0.030113,0.05245,0.047621,0.058215,0.046819,0.058507,0.052174,0.057811,0.039976,0.064362,0.10117,0.063208,0.082518,0.087915,0.10243,0.056393,0.062224,0.079024,0.049471,0.071468,0.043683,0.082311,0.043319,0.06014,0.03888,0.043937,0.048295,0.043701,0.036983,0.034145,0.042819,0.040729,0.03818,0.027302,0.11357,0.026093,0.074362,0.020585,0.097747,0.022712,0.080756,0.47248,0.693
0.27771,0.094578,0.0093899,0.077768,0.011547,0.10457,0.0091113,0.077801,0.010798,0.036904,0.041865,0.044095,0.038689,0.034865,0.038767,0.033138,0.036794,0.081249,0.045683,0.079107,0.041906,0.073461,0.057812,0.081673,0.045234,0.092324,0.10146,0.07607,0.073039,0.11429,0.12315,0.076038,0.080547,0.093463,0.055115,0.073246,0.051044,0.10787,0.054697,0.077583,0.054893,0.050764,0.049222,0.048408,0.049782,0.044941,0.049355,0.048633,0.048662,0.035891,0.083179,0.033416,0.071215,0.031736,0.088961,0.029916,0.070429,0.47362,0.67694
0.30489,0.10034,0.013718,0.086263,0.013552,0.092712,0.01163,0.07397,0.011152,0.040085,0.045374,0.041855,0.038826,0.034545,0.035079,0.03747,0.044419,0.0821,0.060967,0.072131,0.04433,0.064315,0.048959,0.074055,0.044324,0.09763,0.086596,0.055178,0.060669,0.091493,0.10847,0.064679,0.077244,0.094949,0.057829,0.058405,0.049009,0.086828,0.05799,0.071473,0.058811,0.04919,0.04794,0.049011,0.037005,0.045731,0.059297,0.050847,0.053878,0.033333,0.086804,0.02453,0.074618,0.026582,0.093312,0.034692,0.084164,0.4764,0.67806
